respondent_id,dna_segment,age_group,city_tier,gender,occupation,monthly_income_midpoint,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,pss_control,pss_overwhelm,pss_confidence_r,pss_irritation_r,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,genre_regional,genre_comics,genre_poetry,discovery_social,discovery_friends,discovery_bestsellers,discovery_apps,discovery_bookstore,discovery_youtube,discovery_syllabus,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,monthly_book_spend,lifestyle_spend,max_single_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_whatsapp,shops_qcommerce,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA1646,Curious Explorer,4,3,1,3,10000,5,3,4,4,3,5,1,1,1,1,3,4,4,5,2.5,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,0,1,0,1,4,3,0,0,0,0,0,0,5,3,30,354.0,612,712,750,1000,1500,1,1,0,1,0,0,0,1,2,7,1,1,3,1,4,0,1,clean
BDNA1647,Midnight Escapist,3,3,1,1,10000,2,3,3,5,4,9,2,2,1,2,1,2,3,4,2.5,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,4,4,0,1,0,1,0,0,1,0,0,2,3,3,0,1,0,0,1,0,1,1,381,494.0,747,1101,750,2250,150,0,1,0,0,0,0,0,1,2,7,3,3,1,1,1,1,3,clean
BDNA1648,Curious Explorer,5,5,2,2,10000,4,2,4,3,3,9,2,2,3,2,4,4,6,5,2.5,0,1,0,0,1,1,4,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,3,1,0,1,1,0,0,1,0,1,0,4,2,1,0,0,0,0,0,0,3,6,128,360.0,566,1036,350,7500,750,0,0,0,0,1,1,0,1,3,9,4,2,4,3,2,1,1,clean
BDNA1649,Curious Explorer,2,3,3,2,80000,4,3,3,3,5,5,1,1,1,1,3,2,1,5,2.5,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,4,0,1,0,1,1,1,0,0,1,2,1,2,1,1,0,1,0,0,6,2,484,1025.0,1679,2367,750,4500,1500,0,1,0,0,1,0,1,2,2,10,2,3,2,5,1,1,3,clean
BDNA1650,Curious Explorer,4,1,1,2,10000,5,2,4,4,4,9,3,2,3,2,1,2,1,4,2.5,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,2,3,1,1,0,1,0,1,0,0,1,3,3,1,1,0,1,0,0,1,2,6,138,255.0,454,772,0,250,750,1,1,0,0,0,0,0,1,3,6,1,1,3,3,3,0,2,clean
BDNA1651,Midnight Escapist,3,4,1,3,2500,3,2,3,3,4,9,1,3,2,2,1,4,1,4,1.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,1,1,0,1,1,1,1,1,2,3,1,1,1,0,0,1,3,1,231,378.0,619,719,100,1000,1500,1,1,0,1,0,1,1,1,2,9,4,1,2,5,2,1,1,clean
BDNA1652,Productivity Achiever,4,1,2,3,22500,4,5,4,3,3,6,2,1,1,1,3,2,4,4,0.0,0,1,0,0,0,0,2,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,2,3,1,1,0,0,1,0,1,0,0,2,1,3,1,0,0,0,1,0,4,3,366,838.0,1595,1932,750,7500,1500,1,0,1,0,0,1,0,4,3,4,1,1,2,3,1,1,2,clean
BDNA1653,Midnight Escapist,3,1,1,1,10000,2,4,3,3,4,10,2,2,2,3,4,1,4,3,2.5,0,0,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0,1,0,1,0,0,2,3,2,0,1,1,1,0,0,2,2,142,389.0,745,1053,350,4500,350,1,0,0,0,0,1,0,1,2,5,1,5,1,3,1,1,3,clean
BDNA1654,Productivity Achiever,4,2,2,3,80000,3,4,3,3,3,5,1,1,1,2,4,2,2,4,2.5,0,1,0,1,0,1,4,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,3,4,1,1,1,0,0,1,0,1,0,2,2,1,0,1,0,0,0,0,2,1,476,1064.0,1814,2456,750,7500,750,1,0,0,1,0,0,0,3,4,8,3,3,4,2,1,1,3,clean
BDNA1655,Midnight Escapist,4,2,2,1,2500,4,2,1,4,4,7,2,2,2,2,6,3,1,3,2.5,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,4,1,1,1,1,0,0,1,0,0,2,2,2,0,1,0,1,0,0,1,1,164,473.0,788,1234,350,2250,750,1,0,0,0,0,0,0,1,3,6,3,1,4,5,2,1,3,clean
BDNA1656,Non-Reader,6,1,1,3,45000,3,3,4,2,1,9,1,3,3,3,7,3,3,3,2.5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,1,3,2,4,0,0,0,0,0,0,2,1,155,490.0,783,1208,100,250,350,0,0,0,0,0,0,0,4,2,3,3,4,3,2,5,0,3,clean
BDNA1657,Emotional Reader,5,3,2,3,45000,3,3,4,5,3,7,2,2,3,2,4,3,3,3,5.0,0,1,1,1,1,1,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3,0,0,0,1,0,1,1,0,0,3,2,2,0,0,0,0,0,0,6,4,338,767.0,1361,1904,750,2250,1500,1,1,0,0,0,0,1,2,2,5,3,2,5,2,2,1,2,clean
BDNA1658,Productivity Achiever,4,2,1,2,10000,3,4,3,3,2,5,2,2,2,1,4,2,6,4,2.5,1,1,0,1,1,0,6,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,1,2,3,2,0,0,0,1,0,0,3,5,371,697.0,1182,1660,1500,2250,750,1,1,1,0,0,0,1,3,3,6,4,2,4,5,2,1,2,clean
BDNA1659,Productivity Achiever,3,1,2,2,80000,4,5,3,2,2,2,1,1,1,0,3,3,2,5,2.5,1,0,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,3,4,0,1,1,0,0,0,0,1,1,3,2,1,0,0,0,0,1,0,3,2,498,1215.0,1840,3084,350,2250,1500,1,0,1,0,0,1,0,2,3,10,3,2,1,4,1,1,3,clean
BDNA1660,Productivity Achiever,3,2,2,4,10000,2,4,4,3,3,6,1,1,2,2,7,2,2,3,5.0,1,1,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,2,2,0,0,0,0,0,1,4,5,264,735.0,1145,1953,350,250,350,1,1,1,0,0,0,1,1,3,5,3,2,5,1,1,1,1,clean
BDNA1661,Emotional Reader,6,1,2,2,80000,4,4,3,5,4,8,3,1,2,1,3,1,4,4,2.5,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,2,2,1,1,1,1,0,0,0,1,1,518,1088.0,2074,2449,0,4500,350,0,0,1,0,0,0,0,1,1,9,3,3,2,4,3,0,1,clean
BDNA1662,Productivity Achiever,2,3,2,3,45000,4,5,3,3,2,4,1,1,1,2,3,2,1,4,2.5,1,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,1,1,1,0,0,1,0,1,1,0,2,4,4,0,0,1,0,0,0,6,5,466,892.0,1419,2069,750,7500,1500,0,0,0,1,0,0,1,4,4,9,4,2,4,3,3,0,1,clean
BDNA1663,Non-Reader,4,3,2,2,120000,1,3,4,2,4,4,0,1,0,2,2,5,6,1,5.0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,4,2,1,1,1,1,0,0,0,5,2,469,310.0,437,5567,100,250,5000,0,1,1,0,0,0,0,1,3,4,2,5,1,5,5,0,2,outlier_spend
BDNA1664,Productivity Achiever,4,3,3,3,22500,3,4,4,3,2,7,2,2,1,2,5,5,4,4,2.5,0,0,0,1,0,0,4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,3,1,1,0,1,0,0,0,1,0,0,3,2,2,0,0,0,0,0,1,1,2,968,781.0,1416,1862,750,2250,350,1,1,1,0,0,0,0,1,3,8,1,2,3,1,4,0,1,psm_inversion
BDNA1665,Non-Reader,7,3,2,3,10000,2,4,4,3,3,5,1,2,1,2,3,3,6,3,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,1,3,68,,374,490,0,1000,750,0,1,0,0,0,0,1,1,4,2,3,3,4,5,5,0,1,missing_psm
BDNA1666,Curious Explorer,4,1,1,2,22500,4,3,4,3,4,8,2,2,2,2,1,5,4,5,1.0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,2,1,0,1,1,0,0,0,0,1,2,3,3,0,0,1,0,0,0,2,4,297,441.0,708,942,100,4500,1500,0,0,1,0,0,0,0,4,3,8,1,1,1,4,2,1,1,clean
BDNA1667,Midnight Escapist,3,1,1,2,10000,3,3,3,5,4,12,3,3,3,3,2,1,1,4,5.0,0,0,0,1,0,1,3,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,3,1,1,1,1,0,0,0,1,0,1,2,2,3,0,0,0,0,0,0,3,1,390,259.0,309,409,750,2250,1500,0,1,1,0,0,1,0,1,2,8,2,2,2,1,2,1,1,psm_inversion
BDNA1668,Non-Reader,7,3,1,3,22500,2,2,3,4,1,3,2,1,1,0,4,6,5,4,1.0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,1,0,0,6,2,223,271.0,357,591,0,250,150,1,0,0,0,0,1,1,2,2,3,4,5,3,5,5,0,3,clean
BDNA1669,Midnight Escapist,3,4,1,3,2500,2,3,2,4,3,10,3,2,2,2,6,1,6,4,2.5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,1,1,0,1,0,0,1,0,0,3,1,3,0,0,1,0,0,0,2,4,352,450.0,660,821,100,1000,1500,1,0,1,1,0,0,0,1,1,8,1,1,4,1,2,1,1,clean
BDNA1670,Curious Explorer,3,2,2,2,45000,5,2,3,4,3,2,0,1,1,1,3,6,5,4,2.5,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,3,5,1,1,1,0,1,0,0,1,1,2,3,3,0,0,0,1,0,1,2,5,240,566.0,937,1127,350,250,350,0,0,0,1,0,0,0,1,2,9,3,3,2,2,4,0,3,clean
BDNA1671,Productivity Achiever,4,1,2,3,2500,4,4,3,4,2,8,2,2,2,1,3,2,2,5,1.0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,3,1,1,0,0,1,1,0,1,1,0,1,4,2,0,0,0,0,1,1,2,2,316,716.0,1126,1787,1500,1000,350,0,0,0,0,0,0,0,1,4,8,3,1,5,5,1,1,1,clean
BDNA1672,Curious Explorer,5,3,1,2,10000,5,3,4,3,3,7,1,1,3,2,2,2,3,5,1.0,1,1,1,0,1,0,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,1,2,191,142.0,267,367,0,1000,350,1,1,0,0,0,0,0,5,2,7,2,2,1,3,1,1,1,clean
BDNA1673,Curious Explorer,4,3,1,1,80000,4,4,5,4,3,7,1,2,1,1,2,2,4,4,2.5,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,1,1,2,4,3,0,0,0,0,0,0,2,3,328,864.0,1422,2190,100,4500,150,0,0,1,0,0,0,0,1,1,10,2,2,2,5,1,1,2,clean
BDNA1674,Curious Explorer,2,3,1,2,80000,5,4,3,3,2,5,2,1,2,1,2,3,4,4,2.5,0,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,0,3,4,1,1,0,0,0,0,0,4,2,1109,999.0,1829,2416,100,4500,750,0,1,1,0,0,1,0,1,2,8,2,2,2,4,1,1,1,psm_inversion
BDNA1675,Curious Explorer,3,2,2,2,10000,5,4,4,4,4,6,1,2,2,2,1,3,4,4,1.0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,0,0,1,1,1,0,0,0,1,4,2,0,0,0,0,0,0,2,1,166,,791,894,750,250,350,1,0,1,1,0,0,0,2,2,9,2,1,1,2,3,0,2,missing_psm
BDNA1676,Productivity Achiever,5,2,2,3,22500,4,4,4,3,2,9,3,3,2,2,2,2,2,4,1.0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,1,0,0,0,3,4,2,0,1,0,0,0,0,5,1,184,615.0,1009,1585,750,1000,350,1,0,0,0,0,1,1,2,2,3,2,4,2,4,3,0,1,clean
BDNA1677,Midnight Escapist,6,3,2,1,2500,2,2,3,3,3,8,2,3,2,2,1,1,2,5,0.0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,1,1,1,1,0,0,1,4,1,0,1,1,1,0,1,3,2,85,212.0,262,450,1500,1000,350,0,0,1,0,0,0,1,1,1,4,1,1,2,5,3,0,1,clean
BDNA1678,Productivity Achiever,3,2,2,3,45000,3,5,4,4,2,5,2,1,1,0,3,4,2,4,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,5,1,0,1,0,1,0,0,1,0,3,3,3,0,0,0,0,1,0,3,6,398,,1570,2386,350,4500,1500,0,0,1,0,0,0,0,1,3,9,4,2,3,2,1,1,3,missing_psm
BDNA1679,Midnight Escapist,4,3,2,2,22500,3,3,3,5,5,12,3,2,3,4,3,1,4,4,5.0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,5,1,1,1,1,1,0,1,1,0,1,1,3,0,0,0,1,1,0,2,4,273,533.0,878,1346,750,1000,750,0,0,0,0,0,0,0,4,3,4,3,1,1,4,2,1,3,clean
BDNA1680,Emotional Reader,6,4,1,3,10000,2,2,4,3,3,5,1,1,2,1,1,5,3,4,1.0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,1,0,1,0,0,1,0,2,2,1,0,0,1,0,1,0,3,2,154,461.0,839,939,1500,2250,150,1,1,0,0,0,1,0,4,3,6,2,2,4,5,1,1,1,clean
BDNA1681,Productivity Achiever,4,1,1,2,45000,3,5,4,3,3,7,2,1,1,3,4,4,2,5,2.5,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,3,1,0,1,0,1,1,2,2,388,907.0,1465,2289,750,1000,750,1,0,0,0,1,0,0,2,4,6,2,3,2,5,3,0,1,clean
BDNA1682,Non-Reader,5,4,1,1,22500,2,2,2,3,2,6,2,1,2,1,7,5,4,2,2.5,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,3,2,4,1,0,1,0,0,1,3,1,454,344.0,588,963,100,1000,150,0,1,0,0,1,0,0,3,3,5,2,3,3,2,4,0,3,psm_inversion
BDNA1683,Emotional Reader,5,3,2,1,22500,3,4,1,5,4,8,3,3,2,2,2,4,3,3,2.5,0,1,1,0,1,1,6,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,1,3,1,0,0,0,0,0,3,2,287,571.0,959,1409,100,250,350,0,1,0,0,0,0,1,1,4,8,1,3,2,1,3,0,1,clean
BDNA1684,Curious Explorer,3,2,3,1,10000,4,3,4,5,3,2,1,1,1,1,1,4,4,4,2.5,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,3,0,1,1,1,1,1,0,1,0,2,2,3,1,0,0,0,0,0,1,1,107,293.0,382,482,100,1000,2500,1,1,1,0,0,1,0,1,2,8,1,4,2,5,1,1,2,clean
BDNA1685,Midnight Escapist,3,1,2,1,22500,4,3,3,5,3,8,2,1,1,2,3,4,1,5,2.5,0,0,0,1,1,1,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,0,0,2,3,3,1,0,0,1,0,1,5,2,210,472.0,917,1107,350,7500,150,1,0,0,1,0,1,0,4,2,10,2,1,3,2,4,0,1,clean
BDNA1686,Curious Explorer,3,2,2,2,10000,5,3,4,3,2,5,2,2,0,2,1,3,4,3,2.5,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,1,1,1,4,1,0,1,0,0,0,0,2,3,153,356.0,612,919,1500,2250,750,0,0,1,1,1,0,0,1,2,6,1,2,1,1,2,1,1,clean
BDNA1687,Non-Reader,4,4,2,5,2500,2,3,2,4,2,4,1,1,1,2,6,1,6,3,0.0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,4,3,2,1,0,0,0,0,0,5,3,77,118.0,168,283,350,2250,150,0,0,0,1,1,0,0,5,4,4,2,4,3,1,4,0,2,clean
BDNA1688,Productivity Achiever,3,1,1,3,45000,3,4,2,4,3,7,2,2,2,1,5,5,2,4,2.5,0,1,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,0,0,0,1,0,3,2,2,1,0,0,0,1,1,2,3,542,980.0,1620,2149,350,1000,1500,1,0,1,0,0,0,0,5,4,6,1,1,3,1,1,1,3,clean
BDNA1689,Emotional Reader,2,1,2,3,45000,3,3,3,5,4,8,2,3,3,2,7,1,3,3,2.5,0,0,0,1,0,1,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,1,0,2,1,1,0,0,0,0,1,0,5,1,345,785.0,1346,1946,0,4500,750,0,1,1,1,0,0,1,2,1,7,1,2,3,3,3,0,1,clean
BDNA1690,Curious Explorer,2,2,2,1,80000,4,3,4,4,2,6,2,2,2,2,2,4,4,4,1.0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,4,3,0,1,0,0,0,0,1,5,519,923.0,1494,2239,1500,2250,150,1,0,0,0,1,1,1,1,1,6,3,3,1,2,4,0,1,clean
BDNA1691,Midnight Escapist,4,2,2,4,10000,3,2,3,5,3,10,2,3,2,2,6,2,1,4,5.0,0,0,1,1,1,0,3,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,3,3,3,0,1,0,0,0,0,1,3,154,365.0,622,1131,100,1000,150,0,1,0,0,0,0,0,1,3,5,4,1,3,2,3,0,1,clean
BDNA1692,Productivity Achiever,6,4,2,3,10000,5,4,3,1,2,6,1,2,1,2,5,1,4,5,1.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3,3,0,0,0,1,0,1,0,1,0,2,3,3,1,0,1,0,0,1,3,4,210,546.0,872,1481,1500,2250,750,0,1,0,0,0,0,0,1,4,10,1,4,3,1,3,0,2,clean
BDNA1693,Productivity Achiever,2,1,2,3,45000,2,5,4,4,3,2,0,1,1,1,3,2,4,5,5.0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,0,1,1,0,1,1,0,1,0,2,3,2,0,1,1,0,0,0,4,4,354,930.0,1548,1980,750,2250,750,1,0,1,1,0,1,1,3,3,10,1,3,3,2,3,0,3,clean
BDNA1694,Midnight Escapist,6,3,1,2,2500,2,3,2,4,5,9,2,1,2,1,2,1,6,4,1.0,1,0,0,0,1,1,5,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,1,1,1,0,1,1,0,1,0,0,2,2,2,1,1,0,0,1,0,1,3,134,322.0,580,794,1500,2250,350,1,1,1,0,0,0,0,1,3,7,3,1,1,2,3,0,1,clean
BDNA1695,Productivity Achiever,6,1,1,2,10000,5,4,3,2,3,4,1,1,2,2,2,4,2,3,2.5,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,1,1,0,1,0,0,0,1,0,3,3,3,1,0,0,0,1,1,4,6,347,,1155,1457,1500,2250,150,1,0,0,1,0,0,0,1,2,1,4,3,2,1,2,1,3,missing_psm
BDNA1696,Midnight Escapist,3,3,2,5,2500,3,4,3,4,5,11,2,3,3,3,1,1,1,4,1.0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,3,2,1,1,1,1,0,1,1,1,0,3,4,2,0,0,0,0,0,0,2,1,205,462.0,539,1324,1500,250,150,0,1,0,0,0,0,1,1,3,9,2,2,1,2,4,0,1,clean
BDNA1697,Midnight Escapist,4,4,2,3,2500,3,2,4,3,3,8,2,3,2,2,4,1,1,5,5.0,0,0,1,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,1,0,1,1,0,1,1,3,2,0,1,0,0,0,0,3,3,159,452.0,586,1098,350,4500,750,0,1,0,0,1,0,0,1,2,9,3,1,2,3,4,0,1,clean
BDNA1698,Midnight Escapist,6,1,2,5,2500,3,3,2,3,4,9,2,3,2,2,3,3,1,4,8.0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2,3,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,2,108,177.0,331,711,100,2250,2500,0,0,1,0,1,1,1,4,2,6,1,1,3,5,2,1,2,clean
BDNA1699,Non-Reader,3,3,1,2,45000,2,2,3,2,2,5,2,2,1,1,7,1,6,3,1.0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,3,4,2,1,1,0,0,0,0,2,2,254,521.0,823,1238,0,1000,750,1,0,0,0,0,0,0,2,3,5,3,5,4,3,3,0,3,clean
BDNA1700,Emotional Reader,5,1,2,3,22500,4,2,3,4,3,5,1,2,2,1,4,1,3,4,5.0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,2,3,1,1,0,0,0,0,0,6,3,322,637.0,1025,1608,750,2250,1500,1,0,0,0,0,0,0,3,2,7,3,2,4,4,4,0,1,clean
BDNA1701,Non-Reader,6,1,3,3,80000,2,3,2,4,3,6,1,1,2,1,2,6,5,2,8.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,1,4,1,3,1,0,1,0,0,1,6,5,298,783.0,1261,2073,350,1000,150,1,1,0,0,0,0,0,4,4,1,2,4,4,3,4,0,2,clean
BDNA1702,Productivity Achiever,5,2,2,3,45000,4,5,3,3,1,8,2,2,1,2,1,6,2,5,2.5,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,0,1,0,3,1,2,0,0,0,0,1,0,3,5,420,1086.0,1872,2612,100,7500,150,0,0,1,0,0,0,0,1,2,9,3,2,3,1,1,1,1,clean
BDNA1703,Productivity Achiever,5,4,1,3,80000,3,4,3,2,2,3,1,2,0,0,3,2,1,5,5.0,1,0,0,1,1,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,4,3,0,1,1,0,0,0,3,6,342,1052.0,1505,2477,750,4500,2500,0,0,1,0,0,0,0,3,2,3,1,2,3,1,2,1,2,clean
BDNA1704,Productivity Achiever,3,1,2,3,80000,3,4,4,3,1,1,0,0,0,0,1,2,2,3,1.0,1,0,0,1,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,4,3,551,1095.0,1645,2584,750,4500,750,1,1,0,0,0,1,0,1,3,5,1,5,3,1,1,1,1,clean
BDNA1705,Productivity Achiever,6,2,1,3,22500,4,4,3,3,2,6,1,2,1,2,7,5,2,3,5.0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,1,0,1,2,2,1,0,0,1,1,1,2,2,360,706.0,1055,1489,350,7500,750,0,1,1,0,0,0,0,1,4,6,1,1,2,4,2,1,1,clean
BDNA1706,Midnight Escapist,2,2,3,1,22500,2,3,3,3,3,14,4,4,3,4,6,3,1,5,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,1,0,0,1,2,4,1,0,1,0,0,0,3,1,140,590.0,874,1379,350,4500,350,0,1,0,1,0,1,0,1,1,8,2,1,1,4,3,0,1,clean
BDNA1707,Emotional Reader,7,1,1,6,22500,3,3,3,5,3,7,2,2,2,3,5,6,1,4,2.5,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,5,5,317,643.0,926,1473,350,250,1500,0,0,0,1,0,1,1,1,3,9,1,1,2,1,2,1,1,clean
BDNA1708,Midnight Escapist,2,2,2,5,22500,4,3,2,3,5,13,3,3,3,3,2,1,6,4,5.0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,4,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,1,251,531.0,912,1300,1500,4500,750,1,1,0,0,0,0,0,1,2,6,1,2,2,1,2,1,3,clean
BDNA1709,Emotional Reader,4,2,2,2,22500,4,3,3,5,4,5,1,1,1,1,3,3,2,3,2.5,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,2,1,1,1,1,1,1,0,1,1,2,1,2,0,0,0,0,1,0,3,2,294,694.0,1288,1567,350,4500,150,0,0,0,0,0,0,0,1,1,7,2,3,2,3,2,1,1,clean
